word,type,translation
ajonestin,all,run
ajonestolaite,all,immobilizer
ajoneuvo,all,vehicle
ajoneuvoyhdistelmä,all,vehicle combination
ajonopeus,all,driving speed
ajopeli,all,racing game
ajopiirturi,all,tachograph
ajoporo,all,ajan
ajopuu,all,driftwood
ajopuuteoria,all,driftwood
ajopyynti,all,drift
ajopäiväkirja,all,Downtown
ajorata,all,carriageway
ajos,all,abscess
ajosuunta,all,drift
ajotaito,all,driving
ajotekniikka,all,driving technology
ajotie,all,driveway
ajotietokone,all,on-board computer
ajotilanne,all,driving
ajoturvallisuus,all,driving safety
ajoura,all,driving
ajovalot,all,headlight
ajoverkko,all,drift net
ajoviima,all,lime
ajuri,all,driver
ajuruoho,all,thyme
akaalainen,wiki,Achaean
akaasia,wiki,acacia
akaasiakumi,wiki,acacia
akaatti,all,agate
akallinen,all,akallis
akana,all,husk
akanhuuli,wiki,akan lip
akankaali,all,akancan
akantti,all,acanthus
akanvirta,all,countercurrent
akasia,all,acres
akateemikko,all,academician
akateeminen,all,academic
akateemisesti,all,academically
akateemisuus,all,academicism
akatemia,all,academy
akhaialainen,wiki,academic
akileija,all,columbine
akilleenkantapää,all,Achilles heel
akillesjänne,all,Achilles tendon
akka,all,hag
akkadi,wiki,battery
akkainlehti,all,dirt
akkalansaame,wiki,Akkalai
akkamainen,all,old-womanish
akkamaisesti,all,ably
akkamaisuus,all,battery
akkautua,all,be accentuated
akkavalta,all,petticoat government
akklimatisaatio,all,acclimatization
akklimatisoida,all,acclimatize
akklimatisointi,all,acclimatization
akklimatisoitua,all,acclimatized
akkommodaatio,all,accommodation
akkommodaatiokyky,all,battery
akkreditoida,all,to accredit
akkreditointi,all,accreditation
akku,all,battery
akkukäyttöinen,all,battery-powered
akkulaturi,all,battery charger
akkulturaatio,wiki,acculturation
akkumulaatio,wiki,battery
akkumulaattori,all,accumulator
akkumuloida,wiki,battery
akkuna,all,battery
akkusatiivi,all,accusative
akkusatiivisija,wiki,battery
akkusatorinen,wiki,accusatorial
akkutoiminen,all,battery life
akme,wiki,Akme
akne,all,acne
akoittua,all,acknowledged
akoluutti,wiki,acolyte
akordi,all,chord
akrobaatti,all,acrobat
akrobatia,all,acrobatics
akrofonia,wiki,acrophone
akromaattinen,wiki,acromatic
akromegalia,wiki,acromegian
akronyymi,all,acronym
akrosomi,wiki,acrosome
akrostikon,wiki,acronic
akryyli,wiki,acrylic
akryylimaalaus,all,acrylic painting
akryylimuovi,all,Perspex
akryyliväri,all,acrylic color
akseli,all,shaft
akselikuormitus,all,axle load
akselintappi,all,axle pin
akselipaino,all,axle weight
akselisto,all,shaft
akseliteho,all,axle power
akselivallat,all,axis powers
akseliväli,all,wheelbase
aksentti,all,accent
aksenttimerkki,all,accent
akseptantti,all,axeptant
akseptata,all,scatter
akseptoida,all,appeal
akseptointi,all,axept
akseptori,wiki,axeptic
aksessiosaanto,wiki,axon
aksiaalinen,all,axial
aksiaalisesti,all,axially
aksiaalisuus,all,axality
aksiomaattinen,all,axiomatic
aksiomaattisesti,all,axiomatically
aksiomaattisuus,all,axiomy
aksiomi,all,axiom
aksiooma,all,axiom
aksoni,wiki,axon
akti,all,activated
aktiini,wiki,actin
aktiivat,all,Actives
aktiivi,all,active
aktiivihiili,all,activated carbon
aktiivihiilisuodatin,all,Activated carbon filter
aktiivijousitus,all,active suspension
aktiivikansalainen,wiki,active citizen
aktiiviloma,all,active holiday
aktiivimuoto,all,active form
aktiivinen,all,active
aktiivipalvelus,all,active service
aktiivisesti,all,actively
aktiivistaa,all,active
aktiivistua,all,become active
aktiivisuus,all,activity
aktiiviupseeri,all,commissioned officer
aktiiviurheilija,all,active athlete
aktiiviväestö,all,active population
aktinidi,wiki,actinide
aktinium,wiki,actinium
aktinoidi,wiki,actinoid
aktinometri,wiki,actinometer
aktio,all,action
aktiopotentiaali,wiki,action potential
aktivismi,all,activism
aktivisti,all,activist
aktiviteetti,all,activity
aktivoida,all,to activate
aktivointi,all,activation
aktivoitua,all,activated
aktuaalinen,all,actual
aktuaalisesti,all,actually
aktuaalistaa,all,actuate
aktuaalistua,all,actuate
aktuaalisuus,all,actuality
aktuaari,all,actuary
aktualisoida,all,actualize
aktualisointi,all,actualization
aktualisoitua,all,actuate
aktuelli,all,actual
akuhoito,all,battery treatment
akupunktio,wiki,acupuncture
akupunktuuri,all,acupuncture
akupunktuurineula,all,acupuncture
akupunktuuripiste,all,acupuncture point
akustiikka,all,acoustics
akustiikkalevy,all,acoustic board
akustinen,all,acoustic
akustisesti,all,acoustically
akusto,all,accumulator battery
akut,wiki,batteries
akuutisti,all,acutely
akuutti,all,acute
akuuttinen,all,acute
akvaario,all,aquarium
akvaariokala,all,aquarium fish
akvaariokasvi,all,aquarium plant
akvamariini,all,aquamarine
akvarelli,all,watercolor
akvarelliliitu,all,watercolor
akvarelliväri,all,watercolor
akvatinta,all,aquatint
akvaviitti,all,aquavit
akvedukti,wiki,aqueduct
ala,all,field
ala-,all,field
ala-arvoinen,all,base
ala-aste,all,primary school
alabasteri,all,alabaster
aladobi,all,Aladobi
aladominantti,wiki,subdminant
alahanka,all,low
alaheimo,wiki,subfamily
alahuone,all,House of Commons
alahuuli,all,lower lip
alaikäinen,all,minor
alaikäisyys,all,minority
alaikäraja,all,minimum age
alaindeksi,wiki,sub -index
alainen,all,subordinate
alaisuus,all,discipline
alajuoksu,all,subdivision
alakansakoulu,all,sub-national
alakansi,all,lower deck
alakantissa,all,in a lower case
alakanttiin,all,downlink
alakerros,all,downstream
alakerta,all,downstairs
alakierre,all,alarm
alakierrelyönti,all,sub-round
alakierteinen,all,primitive
alakkainen,all,subordinate
alakohta,all,subsection
alakonjunktio,wiki,sub -conjunction
alakoukku,all,sub -hook
alakoulu,all,elementary School
alakoululainen,all,kind of primary school
alakulo,all,Alakulon
alakuloinen,all,blue
alakuloisesti,all,in the depressing
alakuloisuus,all,dejection
alakulttuuri,all,subculture
alakunto,all,lower condition
alakuntoinen,all,subordinate
alakuntoisuus,all,undergraciality
alakuu,all,heel
alakynnessä,all,lower nail
alakynteen,all,outnumbered the
alakäsite,wiki,sub -concept
alalaita,wiki,bottom
alalaji,all,subspecies
alalanka,all,bottom
alaleuka,all,lower jaw
alaleukaluu,all,downhill
alaliittymä,all,subscription
alallaan,all,in their field
alaluokka,all,lower class
alaluokkainen,wiki,sub -class
alaluokkalainen,all,junior
alaluomi,all,aluminous
alamaa,all,lowland
alamaailma,all,underworld
alamainen,all,subject
alamaisesti,all,down
alamaissa,all,in the doldrums
alamaisuus,all,allegiance
alamitta,all,undersized
alamittainen,all,undersized
alamäki,all,downhill
alaniiniaminotransferaasi,wiki,alanine minotransferase
alanko,all,lowland
alankomaalainen,all,Dutch
alanne,all,your field
alanumero,all,extension
alanurkka,all,bottom corner
alanurkkalaukaus,all,bottom corner shot
alaoksa,all,lower bracket
alaosa,all,bottom
alaosasto,all,subdivision
alaosaton,wiki,underside
alaotsikko,all,subtitle
alapesu,all,wash
alapeti,all,lower berth
alapinta,all,underside
alapohja,all,bottom
alapuhelin,all,sub-telephone
alapuoli,all,underside
alapuolinen,all,lower
alapuolisko,all,half -half
alapää,all,bottom
alaraaja,all,lower limb
alaraja,all,lower limit
alareuna,all,foot
alarivi,all,bottom line
alaruumis,all,downright
alaryhmä,all,subgroup
alas,all,down
alasajo,all,run-down
alasaksa,wiki,downhill
alaselkä,all,lower back
alasin,all,anvil
alasinluu,wiki,anvil bone
alaskankarikukko,wiki,Alaskankariku
alaskirjaus,wiki,down
alaslaskettava,all,down
alaspäin,all,down
alaspäinen,all,downhill
alaspäinmeno,all,slippage
alassuin,all,down
alasti,all,naked
alastomuus,all,nudity
alastomuuskulttuuri,all,nudity culture
alaston,all,nude
alastonkuva,all,nude
alastonmaalaus,wiki,nude
alastonmalli,all,nude
alastontutkielma,all,nude
alastulo,all,down
alastulorinne,all,downfall
alateitse,all,under
alati,all,ever
alatiesynnytys,all,underpack
alatusten,all,subordinated
alatuuleen,all,downwind
alatuulessa,all,in the lower wind
alatyyli,all,alatyl
alatyylinen,all,subtype
alava,all,low
alavatsa,all,bottom
alaviistoon,all,to the underscore
alaviistossa,all,in the foot
alaviite,all,footnote
alavireinen,all,downstream
alavireisyys,all,inferiority
alavirta,all,downstream
alavutelainen,wiki,subcutaneous
alavuus,all,infancy
alayksikkö,all,subunit
alaääni,all,subordinate
alba,all,alb
albaani,all,Albanian
albania,all,Albania
albanialainen,all,Albanian
albanian kieli,all,Albanian
albatrossi,all,albatross
albedo,wiki,heijastussuhde
albiino,all,albino
albinismi,all,albinism
albinistinen,wiki,albinistic
albumi,all,album
albumiini,wiki,albumin
albuminoidi,wiki,albuminoid
aldehydi,wiki,aldehyde
aldoosi,wiki,aldose
aldriini,wiki,aldrin
ale,all,oluet
aleatorinen,wiki,aleatorial
alef,wiki,Alef
alehalli,all,alarm
alehinta,all,sale price
alekkain,all,lower
aleksandriitti,wiki,Alexandrite
aleksia,wiki,verse
aleksityymikko,all,Alexymic
aleksityyminen,all,alexymy
alemma,all,lower
alemmaksi,all,lour
alemmas,all,lower
alemmuudentunne,all,inferiority
alemmuus,all,inferiority
alemmuuskompleksi,all,inferiority complex
alempaa,all,lower
alempana,all,lower
alempi,all,lower
alempiarvoinen,all,inferior
alenema,all,loss
aleneva,all,descending
alennus,all,discount
alennushalli,all,discount hall
alennushinta,all,discount price
alennuskuponki,all,coupon
alennuslippu,all,ticket
alennusmerkki,all,discount brand
alennusmyynti,all,sale
alennustavaratalo,all,discount house
alennustila,all,abjection
alennusvaihde,all,discount gear
alentaa,all,to reduce
alentaminen,wiki,reduction
alentava,all,degrading
alentua,all,to stoop
alentuva,all,patronizing
alentuvainen,all,condescending
alentuvaisesti,all,undergraduate
alentuvaisuus,all,condescension
alentuvasti,all,condescendingly
alentuvuus,all,patronage
aleta,all,depreciate
aletusten,all,on the beginning
aleutti,wiki,aleut
alfa,all,alpha
alfahiukkanen,all,Alphaihukanen
alfalfa,all,alfalfa
alfanumeerinen,all,alphanumeric
alfasalpaaja,wiki,alpha blocker
alfasäteet,all,alpha
alfasäteily,all,alpassin
algebrallinen,all,algebraic
algerialainen,wiki,Algerian
algiinihappo,wiki,algic acid
alginaatti,wiki,alginate
algonkin,wiki,algon
algoritmi,all,algorithm
algoritminen,wiki,algorithmic
alhaalla,all,down
alhaalle,all,downstairs
alhaalta,all,from below
alhainen,all,low
alhaisaateli,all,low
alhaisesti,all,low
alhaiso,all,the mob
alhaissukuinen,all,low
alhaissäätyinen,all,low -controlled
alhaisuus,all,low
ali,all,under
ali-,all,subhuman
aliarvioida,all,to underestimate
aliarviointi,all,underestimation
aliarvostaa,all,undermine
aliarvostus,all,undervaluation
alias,all,alias
alibi,all,alibi
aliedustettu,all,under -represented
aliedustus,all,representation
alihakemisto,wiki,directory
alihallinto,all,subordinate
alihankinta,all,subcontracting
alihankkija,all,subcontractor
alihinta,all,low price
alijohtaja,all,manager
alijäähtyä,all,undercut
alijäämä,all,deficit
alijäämäinen,all,in deficit
alikaliiperiammus,all,undercover
alikasvos,all,undergrowth
alikehittynyt,all,underdeveloped
alikersantti,all,corporal
alikriittinen,all,under -critical
alikulku,all,subdivision
alikulkutunneli,all,underpass
alikäytävä,all,underpass
aliluutnantti,all,ensign
alimitoittaa,all,undertake
alimma,all,low
alimmainen,all,nethermost
alimmaksi,all,the lowest
alimmas,all,low
alimpana,all,the bottom
alin,all,lowest
alinen,all,virtual
alinomaa,all,alright
alinomainen,all,subcontractive
aliohjautuva,all,under -guided
aliohjautuvuus,all,steering
aliohjelma,wiki,sub-program
alioikeus,all,inferior court
alipaine,all,vacuum
alipaineinen,all,underpressible
alipaino,all,underweight
alipainoinen,all,underweight
alipainoisuus,all,underweight
alipalkattu,all,underpaid
alipalkkainen,all,underpaid
alipalkkaisuus,all,underpaidness
alipalkkaus,all,salary
aliperämies,all,quartermaster
alipäällikkö,all,second-in-command
alipäällystö,all,petty officers
alipääsihteeri,all,head
aliravitsemus,all,undernourishment
aliravittu,all,underfed
alistaa,all,to subject
alisteinen,all,subordinate
alisteisuus,all,subordination
alistua,all,submit
alistus,all,feeding
alistuskonjunktio,all,submission
alistussuhde,all,submission
alistuva,all,submissive
alistuvainen,all,submissive
alistuvaisuus,all,surrender
alistuvuus,all,acquiescence
alitajuinen,all,subconscious
alitajunta,all,subconscious
alitehoinen,all,under -power
alitse,all,under
alittaa,all,to undercut
alittua,all,undercut
alituinen,all,incessant
alituiseen,all,forever
alituisesti,all,constantly
alituotanto,all,undercurrent
alitus,all,underitrant
alitusten,all,underlying
alityöllisyys,all,underemployment
aliupseeri,all,non-commissioned officer
aliupseerikoulu,all,Aliopseer School
aliupseerinarvo,all,under-entertainment
aliupseeristo,all,under-entertainment
aliurakka,all,job
aliurakoida,all,subcontract
aliurakointi,all,contracting
aliurakoitsija,all,subcontractor
alivakuuttaa,all,under -insurance
alivakuutus,all,insurance
alivalottaa,all,undercut
alivalottua,all,underexposed
alivalotus,all,exposure
alivaltiosihteeri,all,undersecretary
alivoima,all,Penalty kill
alivoimainen,all,under -power
alivoimaisuus,all,underpower
alivoimapeli,all,underdog
alivuokralainen,all,subtenant
alivuokrasuhde,all,rental
alkaa,all,to start
alkaani,wiki,alkane
alkaen,all,from
alkaja,all,beginners
alkajaiset,all,opening
alkajaisjuhla,all,alkajainen
alkalimetalli,all,alkali metal
alkalimetallit,wiki,alkali metals
alkalinen,all,alkaline
alkaliparisto,all,alkaline battery
alkalisuola,all,alkali salt
alkalisuus,all,alkaline
alkaloidi,all,alkaloid
alkaminen,wiki,commencement
alkamisaika,all,start time
alkamispäivä,all,start date
alkeellinen,all,primitive
alkeellisesti,all,primitive
alkeellisuus,all,primitiveness
alkeeni,wiki,alkene
alkeet,all,rudiments
alkeis-,all,elementary
alkeishiukkanen,all,elementary particle
alkeisjuuri,all,elementary root
alkeiskirja,all,primer
alkeiskurssi,all,Beginners Course
alkeislehti,all,elementary
alkeisopetus,all,teaching
alkeisopinnot,all,studies
alkeisrihma,all,string
alkeissilmu,all,bud
alkeistiedot,all,information
alkeistumallinen,all,elementary
alkeisvaraus,all,reservation
alkeisvarsi,all,elementary arm
alkemia,all,alchemy
alkemisti,all,alchemist
alkio,all,embryo
alkiokalvo,all,embryo
alkiolainen,all,embryonic
alkiolaisuus,all,embryoism
alkionsiirto,all,embryonic
alkkis,wiki,alcohol
alko,wiki,alcohol
alkoholi,all,alcohol
alkoholihumala,all,alcoholic
alkoholijuoma,all,strong drink
alkoholikassa,all,in alcoholic
alkoholikäyminen,all,alcoholic
alkoholilainsäädäntö,all,licensing laws
alkoholimyrkytys,all,alcohol poisoning
alkoholimyymälä,all,off-license
alkoholinkäyttö,all,Use of alcohol
alkoholiongelma,all,alcoholic problem
alkoholiongelmainen,all,alcoholic
alkoholipitoinen,all,alcoholic
alkoholipitoisuus,all,alcoholicity
alkoholipolitiikka,all,alcohol policy
alkoholiprosentti,all,alcohol percentage
alkoholiriippuvainen,wiki,alcohol
alkoholiriippuvuus,all,alcohol dependence
alkoholismi,all,alcoholism
alkoholisoitua,all,alcoholized
alkoholisti,all,alcoholic
alkoholistihuolto,all,alcoholism
alkoholiton,all,nonalcoholic
alkolukko,wiki,alcolock
alkometri,all,breathalyzer
alkovi,all,alcove
alku,all,beginning
alkuaan,all,originally
alkuaika,all,start time
alkuaine,all,element
alkuarvo,wiki,initialize
alkuaste,all,the early stage
alkuasukas,all,aborigine
alkuasukasheimo,all,native
alkucocktail,all,InitialCocktail
alkudrinkki,all,primordial
alkueliö,all,primary organ
alkueläin,all,protozoan
alkuerä,all,heat
alkuhärkä,all,hot
alkuihminen,all,primary
alkuilta,all,early evening
alkujaan,all,originally
alkujakso,all,initial period
alkujuoma,all,initial drink
alkujuuri,all,initiator
alkukankeus,all,initial
alkukantainen,all,primitive
alkukantaisesti,all,primitive
alkukantaisuus,all,primordial
alkukarsinta,all,starting
alkukehto,all,initial
alkukesä,all,early summer
alkukevät,all,early
alkukieli,all,source language
alkukielinen,all,initial
alkukilpailu,all,initial
alkukirjain,all,initial
alkukirkko,all,primary church
alkukohta,all,starting point
alkukoktaili,all,initial octure
alkukoti,all,apartment
alkukoulutus,all,initial education
alkukristillinen,all,primary
alkukristillisyys,all,Christianity
alkukuu,all,initial
alkukuukausi,all,the early months
alkukuva,all,starting picture
alkukymmen,all,early
alkulause,all,starting
alkulima,all,protoplasm
alkuliturgia,all,initial
alkuluku,all,prime
alkulähde,all,fountainhead
alkumatka,all,initial
alkumerkki,all,initial sign
alkuminuutti,all,initial
alkumuoto,all,prototype
alkuopetus,all,primary education
alkuopinnot,all,initial studies
alkuosa,all,The first part
alkupala,all,appetizer
alkupalkka,all,starting salary
alkuperusta,all,origin
alkuperuste,all,origin
alkuperä,all,origin
alkuperäinen,all,original
alkuperäisesti,all,originally
alkuperäiskansa,all,indigenous
alkuperäiskappale,all,original
alkuperäiskieli,wiki,original language
alkuperäispakkaus,all,original packaging
alkuperäisteos,all,original
alkuperäisyys,all,originality
alkuperämaa,all,country of origin
alkuperämerkintä,all,origin labeling
alkuperätodistus,all,certificate of origin
alkupiste,all,spot
alkupotku,all,starting kick
alkupuoli,all,The first half of
alkupuolisko,all,first half
alkupäivä,all,beginning
alkupää,all,head
alkupääoma,all,start-up capital
alkuruoka,all,first course
alkuräjähdys,all,big bang
alkusanat,all,forewords
alkuseurakunta,all,primer
alkusivu,all,starting page
alkusoinnullinen,all,alliterative
alkusointu,all,alliteration
alkusoitto,all,prelude
alkusukulaisuus,all,autumn
alkusyksy,all,early autumn
alkusynty,all,initial synthesis
alkusysäys,all,impulse
alkusyy,all,origin
alkutahti,all,starter
alkutaipale,all,the stages early
alkutaival,all,The early years
alkutalvi,all,primary
alkutekijä,all,element
alkuteksti,all,initial text
alkuteos,all,primary
alkutiivistelmä,all,initial
alkutilanne,all,initial
alkutuotanto,all,primary
alkutyöttömyys,all,initial unemployment
alkuun,all,to top
alkuunkaan,all,at the bottom of
alkuunlähtö,all,start-up
alkuunpanija,all,originator
alkuunpano,all,initiation
alkuunpääsy,all,Home
alkuvaihe,all,The initial phase
alkuvaikeudet,all,teething troubles
alkuvalmistelu,all,initial preparation
alkuvauhti,all,initial
alkuviikko,all,start of week
alkuvoima,all,initial force
alkuvoimainen,all,elemental
alkuvoimaisuus,all,primitiveness
alkuvuosi,all,early year
alkuvuosikymmen,all,in the early decades
alkuväestö,all,initial population
alkuyö,all,start
alkydi,all,alkyd
alkydimaali,all,alkyd paint
alkyyli,wiki,alkyl
alkyyni,wiki,alkyy
alla,all,below
alla oleva,all,underlying
allapäin,all,below
allas,all,tub
allaskaappi,all,pool cabinet
allaskatto,all,pool
allastaa,all,Allaste
allastelakka,all,pool
allatiivi,all,allative
alle,all,under
alleeli,all,allele
allegoria,all,allegory
allegorinen,all,allegorical
allegorisesti,all,allegorically
allegorisuus,all,allegory
allekirjoittaa,all,to sign
allekirjoittaja,all,signatory
allekirjoittanut,all,yours
allekirjoitus,all,signature
allekkain,all,under
allekkainen,all,algae
allergeeni,all,allergen
allergeeninen,all,allergenic
allergeenisuus,all,allergenic
allergia,all,allergy
allergiareaktio,all,allergy reaction
allergiasaneeraus,all,remedy
